created_date,complaint_type,borough,descriptor,latitude,longitude
2025-05-08 23:17:42,Obstruction,BROOKLYN,Sign,40.70152718120231,-73.98674959172757
2025-05-08 23:17:36,Illegal Parking,BROOKLYN,Posted Parking Sign Violation,40.59716542606672,-73.99054044177343
2025-05-08 23:17:34,Noise - Residential,BRONX,Banging/Pounding,40.85217696517725,-73.88612959119928
2025-05-08 23:17:33,Noise - Residential,BROOKLYN,Banging/Pounding,40.60810108364675,-73.99938414563323
2025-05-08 23:17:32,Illegal Parking,BRONX,Blocked Hydrant,40.88870126620313,-73.91562263026111
2025-05-08 23:17:17,Rodent,QUEENS,Rat Sighting,40.76555305459864,-73.87771837369422
2025-05-08 23:17:11,Drug Activity,QUEENS,Use Outside,40.71724956934783,-73.80343340538089
2025-05-08 23:17:00,Street Light Condition,BRONX,Street Light Out,40.82570608267631,-73.89089381866765
2025-05-08 23:17:00,Street Light Condition,BRONX,Street Light Out,40.81849799315782,-73.91665821604276
2025-05-08 23:16:52,Illegal Parking,QUEENS,Blocked Hydrant,40.77446071994684,-73.8464315711719
2025-05-08 23:16:51,Illegal Parking,BROOKLYN,Blocked Hydrant,40.5945938028243,-73.94945614308612
2025-05-08 23:16:50,Abandoned Vehicle,QUEENS,With License Plate,40.7367306494109,-73.93552799508915
2025-05-08 23:16:47,Noise - Commercial,MANHATTAN,Loud Music/Party,40.82616139651722,-73.93879447859352
2025-05-08 23:16:38,Noise - Residential,MANHATTAN,Loud Music/Party,40.826804719288,-73.93569726672507
2025-05-08 23:16:37,Illegal Parking,QUEENS,Commercial Overnight Parking,40.766582329313955,-73.93047028599473
2025-05-08 23:16:20,Drug Activity,QUEENS,Use Outside,40.71724956934783,-73.80343340538089
2025-05-08 23:15:59,Noise - Commercial,BROOKLYN,Loud Music/Party,40.72559442655916,-73.94463773601893
2025-05-08 23:15:55,Abandoned Vehicle,BROOKLYN,With License Plate,40.61930386861293,-73.93578910264867
2025-05-08 23:15:44,Illegal Parking,QUEENS,Blocked Sidewalk,40.74311637505655,-73.95606663802941
2025-05-08 23:15:40,Illegal Parking,QUEENS,Blocked Crosswalk,40.7392731705058,-73.87116650937384
2025-05-08 23:15:32,Violation of Park Rules,BROOKLYN,Obstructing Public Use,40.701115723540816,-73.98921292147837
2025-05-08 23:15:25,Noise - Commercial,BROOKLYN,Loud Music/Party,40.69852295977906,-73.93442893614758
2025-05-08 23:14:41,Illegal Parking,MANHATTAN,Parking Permit Improper Use,40.77611094894432,-73.96399174417502
2025-05-08 23:14:31,Dirty Condition,QUEENS,Trash,40.737152957389576,-73.93484558677389
2025-05-08 23:14:26,Noise - Residential,MANHATTAN,Loud Talking,40.72022232343317,-74.00674250402294
2025-05-08 23:14:14,Dirty Condition,BROOKLYN,Trash,40.685927378765925,-73.91386363617761
2025-05-08 23:14:12,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.798660218526514,-73.91078498505424
2025-05-08 23:13:54,Noise - Residential,QUEENS,Loud Music/Party,40.762681249721076,-73.92915676419166
2025-05-08 23:13:51,Noise - Street/Sidewalk,MANHATTAN,Loud Talking,40.803129868378484,-73.94888602470876
2025-05-08 23:13:37,Noise - Residential,BROOKLYN,Loud Music/Party,40.617383580102015,-73.99043311891474
2025-05-08 23:13:34,Panhandling,BRONX,N/A,40.846936245207324,-73.86479540076787
2025-05-08 23:13:26,Illegal Parking,BROOKLYN,Posted Parking Sign Violation,40.68295973758844,-73.89061178357463
2025-05-08 23:13:24,Illegal Parking,QUEENS,Posted Parking Sign Violation,40.73866397262238,-73.87376945087564
2025-05-08 23:13:17,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.866009448186574,-73.89096869622344
2025-05-08 23:13:08,Noise - Residential,BROOKLYN,Loud Music/Party,40.574650182871196,-73.99740102824437
2025-05-08 23:13:06,Noise - Park,QUEENS,Loud Music/Party,40.76279941630506,-73.93401911119993
2025-05-08 23:13:03,Illegal Parking,BROOKLYN,Blocked Sidewalk,40.690303228634036,-73.96029513058312
2025-05-08 23:13:02,Noise - Residential,BRONX,Loud Music/Party,40.85644458820439,-73.90054950106486
2025-05-08 23:12:58,Noise - Street/Sidewalk,QUEENS,Loud Music/Party,40.69543974243949,-73.7940854856159
2025-05-08 23:12:54,Panhandling,BROOKLYN,N/A,40.669695965370835,-73.98588355052922
2025-05-08 23:12:44,Noise - Commercial,MANHATTAN,Loud Music/Party,40.724409035026966,-73.97860951410591
2025-05-08 23:12:44,Noise - Residential,BROOKLYN,Loud Talking,40.60691415764557,-73.96085612672448
2025-05-08 23:12:21,Noise - Residential,MANHATTAN,Loud Talking,40.72022232343317,-74.00674250402294
2025-05-08 23:12:18,Noise - Residential,QUEENS,Loud Talking,40.714130479918126,-73.74546722581421
2025-05-08 23:12:11,Noise - Street/Sidewalk,MANHATTAN,Loud Talking,40.808697398492676,-73.94557284342076
2025-05-08 23:12:00,Traffic Signal Condition,QUEENS,Controller,40.69366255534651,-73.852163876474
2025-05-08 23:11:56,Indoor Air Quality,BRONX,Sewage Odor,40.84181008773323,-73.89170950188604
2025-05-08 23:11:53,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.76343015682519,-73.99270080927215
2025-05-08 23:11:32,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.59523432704477,-73.96734440260906
2025-05-08 23:11:24,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.7942212081307,-73.92099719649754
2025-05-08 23:11:23,Illegal Parking,BRONX,Blocked Hydrant,40.84886289757486,-73.83134986735236
2025-05-08 23:11:17,Dirty Condition,QUEENS,Trash,40.745416152516064,-73.90534547639488
2025-05-08 23:11:09,Blocked Driveway,QUEENS,No Access,40.70540936268782,-73.8998190384914
2025-05-08 23:11:08,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.661586445011956,-73.91352381624642
2025-05-08 23:11:00,Lead,QUEENS,Lead Kit Request (Residential) (L10),40.774790438582926,-73.79236703159721
2025-05-08 23:11:00,Noise,BROOKLYN,Noise: Construction Before/After Hours (NM1),40.61841514686697,-74.02884156698207
2025-05-08 23:10:59,Illegal Parking,BROOKLYN,Blocked Sidewalk,40.69544706314867,-73.98322753703334
2025-05-08 23:10:42,Noise - Park,QUEENS,Loud Music/Party,40.76279941630506,-73.93401911119993
2025-05-08 23:10:30,Noise - Residential,QUEENS,Loud Music/Party,40.67862955483652,-73.73694636854871
2025-05-08 23:10:20,Illegal Parking,QUEENS,Blocked Hydrant,40.68887669367383,-73.75344965428489
2025-05-08 23:10:16,Blocked Driveway,QUEENS,No Access,40.73280999237851,-73.87430373405459
2025-05-08 23:10:14,Noise - Residential,QUEENS,Loud Music/Party,40.765412796352464,-73.92150066847839
2025-05-08 23:10:12,Noise - Residential,MANHATTAN,Loud Talking,40.72022232343317,-74.00674250402294
2025-05-08 23:09:49,Illegal Parking,BROOKLYN,Blocked Hydrant,40.614965555512974,-74.00773318887317
2025-05-08 23:09:43,Illegal Parking,BROOKLYN,Commercial Overnight Parking,40.7025268573369,-73.99354059961573
2025-05-08 23:09:27,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.62419374335389,-73.99619951454743
2025-05-08 23:09:25,Noise - Residential,BRONX,Loud Music/Party,40.83694066292417,-73.90374441298103
2025-05-08 23:08:52,Illegal Parking,MANHATTAN,Double Parked Blocking Vehicle,40.77611094894432,-73.96399174417502
2025-05-08 23:08:36,Illegal Parking,QUEENS,Blocked Sidewalk,40.74311637505655,-73.95606663802941
2025-05-08 23:08:34,Homeless Person Assistance,MANHATTAN,Chronic,40.75450745921105,-73.97595054706579
2025-05-08 23:08:25,Blocked Driveway,QUEENS,No Access,40.74840628098662,-73.75780566281844
2025-05-08 23:08:21,Illegal Parking,BROOKLYN,Overnight Commercial Storage,40.701156938984205,-73.98969258125449
2025-05-08 23:08:03,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.7942212081307,-73.92099719649754
2025-05-08 23:08:00,Noise,QUEENS,Noise: air condition/ventilation equipment (NV1),40.76116451345362,-73.83218197760708
2025-05-08 23:07:57,Noise - Street/Sidewalk,MANHATTAN,Loud Talking,40.808650683577945,-73.94545728674434
2025-05-08 23:07:47,Illegal Parking,BRONX,Double Parked Blocking Traffic,40.88475799146684,-73.8995343141952
2025-05-08 23:07:39,Noise - Residential,BRONX,Loud Music/Party,40.83694066292417,-73.90374441298103
2025-05-08 23:07:19,Noise - Residential,MANHATTAN,Loud Talking,40.72022232343317,-74.00674250402294
2025-05-08 23:07:17,Maintenance or Facility,QUEENS,Structure - Outdoors,40.76270814215484,-73.73369392188694
2025-05-08 23:07:07,Abandoned Vehicle,BROOKLYN,With License Plate,40.70111302305257,-73.98969619455666
2025-05-08 23:07:00,Traffic Signal Condition,STATEN ISLAND,Controller,40.509044392384695,-74.24690131426355
2025-05-08 23:06:51,Noise - Street/Sidewalk,MANHATTAN,Loud Talking,40.727350654273856,-74.00073962609699
2025-05-08 23:06:46,Illegal Parking,BRONX,Unauthorized Bus Layover,40.8850634910884,-73.90050307279601
2025-05-08 23:06:36,Noise - Residential,BROOKLYN,Banging/Pounding,40.628471781168344,-74.0162800897974
2025-05-08 23:06:27,Noise - Commercial,STATEN ISLAND,Loud Music/Party,40.51479698515648,-74.24843667559824
2025-05-08 23:06:12,Noise - Residential,BROOKLYN,Banging/Pounding,40.68848428677461,-73.93747131111685
2025-05-08 23:06:00,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.85896212835518,-73.8950833591879
2025-05-08 23:05:56,Illegal Parking,BRONX,Blocked Hydrant,40.84850069231833,-73.83141584687485
2025-05-08 23:05:50,UNSANITARY CONDITION,MANHATTAN,GARBAGE/RECYCLING STORAGE,40.777758337366535,-73.95753498661884
2025-05-08 23:05:50,SAFETY,MANHATTAN,FIRE ESCAPE,40.777758337366535,-73.95753498661884
2025-05-08 23:05:48,Noise - Residential,BRONX,Loud Music/Party,40.83694066292417,-73.90374441298103
2025-05-08 23:05:25,PAINT/PLASTER,QUEENS,CEILING,40.595122304800356,-73.77048554206043
2025-05-08 23:05:25,FLOORING/STAIRS,QUEENS,FLOOR,40.595122304800356,-73.77048554206043
2025-05-08 23:05:22,Noise - Commercial,MANHATTAN,Loud Music/Party,40.814372909738026,-73.94436880195522
2025-05-08 23:05:02,Street Condition,MANHATTAN,Defective Hardware,40.73190968853752,-74.00127368719617
2025-05-08 23:05:00,Noise,BROOKLYN,Noise: Construction Before/After Hours (NM1),40.70077374419473,-73.91747980159312
2025-05-08 23:04:55,Illegal Parking,MANHATTAN,Blocked Sidewalk,40.79774238913248,-73.93356190249254
2025-05-08 23:04:47,Illegal Dumping,BROOKLYN,Removal Request,40.668057123999326,-73.91518081072046
2025-05-08 23:04:09,Illegal Parking,BROOKLYN,Overnight Commercial Storage,40.700210001768475,-73.98977206985455
2025-05-08 23:04:03,Noise - Residential,MANHATTAN,Loud Talking,40.80550694791084,-73.93799712086526
2025-05-08 23:04:02,Noise - Residential,QUEENS,Loud Music/Party,40.77879668721002,-73.90743557361493
2025-05-08 23:03:58,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.85644458820439,-73.90054950106486
2025-05-08 23:03:56,Noise - Vehicle,QUEENS,Car/Truck Music,40.776546979207,-73.92375860991545
2025-05-08 23:03:55,Illegal Parking,BRONX,Blocked Hydrant,40.88243144617686,-73.89444962474693
2025-05-08 23:03:36,Noise - Commercial,BROOKLYN,Loud Music/Party,40.69852295977906,-73.93442893614758
2025-05-08 23:03:31,Noise - Street/Sidewalk,QUEENS,Loud Music/Party,40.755464093145434,-73.91151419802034
2025-05-08 23:03:26,Illegal Parking,STATEN ISLAND,Blocked Hydrant,40.63550264518974,-74.13735233959753
2025-05-08 23:03:20,Noise - Residential,BROOKLYN,Loud Music/Party,40.66158371648993,-73.91354544604442
2025-05-08 23:03:16,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.798660218526514,-73.91078498505424
2025-05-08 23:03:11,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.800069897384915,-73.90936001681992
2025-05-08 23:02:39,Residential Disposal Complaint,BROOKLYN,Waste Set Out Too Early or Too Late,40.7027437189719,-73.99400583006138
2025-05-08 23:02:34,Street Condition,STATEN ISLAND,Pothole,40.544693970780635,-74.18919747174752
2025-05-08 23:02:34,Noise - Commercial,BROOKLYN,Loud Music/Party,40.72148854900699,-73.95833204713233
2025-05-08 23:02:30,Blocked Driveway,QUEENS,No Access,40.70540936268782,-73.8998190384914
2025-05-08 23:02:16,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.800069897384915,-73.90936001681992
2025-05-08 23:02:14,Illegal Parking,BROOKLYN,Blocked Hydrant,40.65278241172658,-73.94731098543862
2025-05-08 23:02:07,Noise - Vehicle,BROOKLYN,Car/Truck Music,40.68025760764203,-73.94723880229135
2025-05-08 23:02:07,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.85896212835518,-73.8950833591879
2025-05-08 23:02:00,Noise - Residential,QUEENS,Banging/Pounding,40.75578044551614,-73.9430750123803
2025-05-08 23:01:50,Indoor Air Quality,MANHATTAN,Chemical Vapors/Gases/Odors,40.71823440398107,-73.98551613359581
2025-05-08 23:01:18,Noise - Residential,QUEENS,Banging/Pounding,40.77134359793993,-73.9290645120715
2025-05-08 23:01:10,Noise - Residential,QUEENS,Banging/Pounding,40.70399377299674,-73.90721483984767
2025-05-08 23:01:03,Residential Disposal Complaint,BROOKLYN,Waste Not Separated,40.69307929621566,-73.90564335347698
2025-05-08 23:01:00,Derelict Vehicles,BRONX,Derelict Vehicles,40.851845079256044,-73.85028690157101
2025-05-08 23:01:00,Illegal Parking,BRONX,Blocked Hydrant,40.82986843552055,-73.87852884285215
2025-05-08 23:00:57,Noise - Residential,BROOKLYN,Loud Music/Party,40.65161956933358,-73.89623830852075
2025-05-08 23:00:53,Vendor Enforcement,BROOKLYN,Food Vendor,40.7027848978745,-73.9941500904659
2025-05-08 23:00:49,Blocked Driveway,BROOKLYN,No Access,40.61567895941078,-73.94862254721009
2025-05-08 23:00:45,Illegal Parking,BROOKLYN,Commercial Overnight Parking,40.648504031086006,-73.90895690393316
2025-05-08 23:00:44,Noise - Street/Sidewalk,QUEENS,Loud Music/Party,40.78568950477467,-73.91560873284146
2025-05-08 23:00:44,Noise - Vehicle,QUEENS,Car/Truck Music,40.73837790752847,-73.85463033038431
2025-05-08 23:00:35,Noise - Residential,BROOKLYN,Loud Talking,40.67098219804446,-73.92171274650173
2025-05-08 23:00:32,Illegal Parking,QUEENS,Double Parked Blocking Traffic,40.72122089052958,-73.7984648366827
2025-05-08 23:00:30,Noise - Residential,BRONX,Loud Music/Party,40.88527773336963,-73.90728369908335
2025-05-08 23:00:22,Noise - Commercial,MANHATTAN,Loud Music/Party,40.80488630245875,-73.95501446978744
2025-05-08 22:59:36,Non-Emergency Police Matter,QUEENS,Other (complaint details),40.72575850788784,-73.8532544038603
2025-05-08 22:59:34,Noise - Vehicle,BROOKLYN,Car/Truck Music,40.680318365010116,-73.94805717736028
2025-05-08 22:59:33,Illegal Parking,BROOKLYN,Posted Parking Sign Violation,40.65503484947657,-73.87493681694222
2025-05-08 22:59:24,PLUMBING,MANHATTAN,WATER SUPPLY,40.722242564459656,-73.99523067923245
2025-05-08 22:59:23,UNSANITARY CONDITION,BROOKLYN,PESTS,40.60989302885312,-73.96318100367255
2025-05-08 22:59:05,Noise - Residential,MANHATTAN,Loud Music/Party,40.79205073082468,-73.9457923046906
2025-05-08 22:59:00,Water System,STATEN ISLAND,Hydrant Leaking (WC1),40.55987140829591,-74.11583382958644
2025-05-08 22:58:53,Illegal Parking,BRONX,Posted Parking Sign Violation,40.82231546228963,-73.8928685085929
2025-05-08 22:58:30,Bus Stop Shelter Complaint,BRONX,Dirty/Graffiti,40.87407483221738,-73.88678995816491
2025-05-08 22:58:27,Vendor Enforcement,BROOKLYN,Food Vendor,40.703100547891474,-73.99418973558447
2025-05-08 22:58:10,Noise - Vehicle,MANHATTAN,Car/Truck Music,40.7942212081307,-73.92099719649754
2025-05-08 22:57:49,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.74512463850905,-73.98453227710138
2025-05-08 22:57:41,Graffiti,BROOKLYN,Graffiti,40.70603236018335,-73.92931795666765
2025-05-08 22:57:26,Noise - Street/Sidewalk,BROOKLYN,Loud Talking,40.722661853754495,-73.94801335200988
2025-05-08 22:57:21,Noise - Street/Sidewalk,MANHATTAN,Loud Talking,40.727350654273856,-74.00073962609699
2025-05-08 22:57:15,Illegal Parking,QUEENS,Commercial Overnight Parking,40.66772979518408,-73.81593630688857
2025-05-08 22:57:14,Graffiti,BROOKLYN,Graffiti,40.67536139668653,-73.98775340848243
2025-05-08 22:57:10,Graffiti,BROOKLYN,Graffiti,40.706002278382975,-73.92949832745924
2025-05-08 22:57:01,Illegal Parking,STATEN ISLAND,Commercial Overnight Parking,40.5610440128405,-74.10966005808741
2025-05-08 22:56:51,Noise - Residential,BRONX,Loud Talking,40.821702224062335,-73.90076762361511
2025-05-08 22:56:51,E-Scooter,QUEENS,Improperly Parked or Abandoned,40.75661219577324,-73.81335172874643
2025-05-08 22:56:49,Noise - Residential,BROOKLYN,Loud Music/Party,40.67239962571178,-73.89250728874049
2025-05-08 22:56:38,Noise - Commercial,QUEENS,Loud Music/Party,40.67464422870562,-73.81960883486667
2025-05-08 22:56:31,Encampment,QUEENS,N/A,40.746106446465234,-73.91408537213333
2025-05-08 22:56:30,Vendor Enforcement,BROOKLYN,Food Vendor,40.7027848978745,-73.9941500904659
2025-05-08 22:56:26,Blocked Driveway,BRONX,Partial Access,40.87882882634952,-73.82714420277696
2025-05-08 22:56:19,Noise - Residential,BROOKLYN,Loud Television,40.5913504885388,-73.96752993169969
2025-05-08 22:56:01,Noise - Residential,QUEENS,Banging/Pounding,40.70261309324472,-73.80586413290358
2025-05-08 22:56:00,Illegal Parking,QUEENS,Commercial Overnight Parking,40.76575266283668,-73.8719672514411
2025-05-08 22:56:00,Noise,MANHATTAN,Noise: Construction Before/After Hours (NM1),40.759250017655226,-73.99459994854693
2025-05-08 22:55:16,Noise - Residential,MANHATTAN,Loud Talking,40.72542692408913,-73.97647696095149
2025-05-08 22:55:14,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.69852295977906,-73.93442893614758
2025-05-08 22:55:07,Noise - Residential,BROOKLYN,Loud Music/Party,40.68375607257632,-73.91734582091054
2025-05-08 22:54:55,Noise - Street/Sidewalk,BROOKLYN,Loud Talking,40.72262904661612,-73.94830199177721
2025-05-08 22:54:44,Illegal Dumping,QUEENS,Removal Request,40.68623426262027,-73.82417476733417
2025-05-08 22:54:06,Illegal Parking,QUEENS,Blocked Hydrant,40.76419131045738,-73.92139020033385
2025-05-08 22:54:05,Noise - Vehicle,STATEN ISLAND,Engine Idling,40.60803316099005,-74.16229736155418
2025-05-08 22:54:04,Illegal Parking,BROOKLYN,Blocked Sidewalk,40.67709373688796,-73.99220192361464
2025-05-08 22:53:59,Illegal Parking,BRONX,Double Parked Blocking Traffic,40.852341705746284,-73.90107253979156
2025-05-08 22:53:26,Unsanitary Pigeon Condition,QUEENS,Pigeon Waste,40.749285171211135,-73.88878132451131
2025-05-08 22:53:26,SAFETY,BROOKLYN,FIRE ESCAPE,40.58254331355473,-73.95405540299087
2025-05-08 22:53:26,GENERAL,BROOKLYN,VENTILATION SYSTEM,40.58254331355473,-73.95405540299087
2025-05-08 22:53:03,Graffiti,BROOKLYN,Police Report Not Requested,40.67409287789599,-73.98420266604522
2025-05-08 22:52:57,Noise - Residential,BROOKLYN,Banging/Pounding,40.662543780030276,-73.99392293619957
2025-05-08 22:52:54,Noise - Commercial,BROOKLYN,Loud Music/Party,40.721152939625135,-73.95631200258686
2025-05-08 22:52:51,Noise - Commercial,BROOKLYN,Loud Music/Party,40.67150315347459,-73.95033513698311
2025-05-08 22:52:38,Noise - Residential,QUEENS,Loud Music/Party,40.74181213284831,-73.87881208402737
2025-05-08 22:52:27,Illegal Parking,BRONX,Blocked Hydrant,40.84747465816948,-73.91030746810122
2025-05-08 22:52:08,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.856781786769695,-73.8939372426174
2025-05-08 22:51:56,Illegal Parking,BROOKLYN,Posted Parking Sign Violation,40.694317907496355,-73.97710098115013
2025-05-08 22:51:50,Street Condition,MANHATTAN,Plate Condition - Noisy,40.74747072973575,-73.98016481589399
2025-05-08 22:51:47,Noise - Commercial,BROOKLYN,Loud Music/Party,40.66067512477372,-73.95061712747254
2025-05-08 22:51:37,Noise - Residential,BRONX,Banging/Pounding,40.81156474135162,-73.91654046056112
2025-05-08 22:51:27,Illegal Parking,QUEENS,Commercial Overnight Parking,40.66277421331732,-73.7411504139034
2025-05-08 22:51:15,Blocked Driveway,QUEENS,No Access,40.70278175575369,-73.74712992775449
2025-05-08 22:51:10,WATER LEAK,BRONX,HEAVY FLOW,40.84622958076113,-73.9047321555997
2025-05-08 22:51:05,Noise - Residential,BRONX,Loud Talking,40.80740817286976,-73.92290688580916
2025-05-08 22:50:49,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.81231514806015,-73.95222779373897
2025-05-08 22:50:42,Noise - Commercial,BROOKLYN,Loud Music/Party,40.658128741234435,-73.95963308877707
2025-05-08 22:50:27,Noise - Commercial,MANHATTAN,Loud Music/Party,40.82616139651722,-73.93879447859352
2025-05-08 22:50:08,Blocked Driveway,BROOKLYN,No Access,40.60322478873957,-73.9811908043703
2025-05-08 22:49:47,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.63991675486014,-73.94548350950366
2025-05-08 22:49:37,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.67544707969507,-73.9383343439347
2025-05-08 22:49:37,Illegal Parking,BROOKLYN,Blocked Hydrant,40.6568288288611,-73.89586258580339
2025-05-08 22:49:29,Noise - Residential,BRONX,Loud Music/Party,40.890026380374636,-73.85442891170509
2025-05-08 22:49:28,Noise - Commercial,MANHATTAN,Banging/Pounding,40.7942212081307,-73.92099719649754
2025-05-08 22:49:26,Blocked Driveway,BROOKLYN,Partial Access,40.60222743304964,-73.95705603780377
2025-05-08 22:49:23,Blocked Driveway,QUEENS,No Access,40.73309990590719,-73.85695473210679
2025-05-08 22:49:13,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.83483635598816,-73.9081996134926
2025-05-08 22:49:13,Blocked Driveway,BROOKLYN,No Access,40.692499113034,-73.92265029703074
2025-05-08 22:49:01,Illegal Parking,QUEENS,License Plate Obscured,40.74446841273372,-73.8808282152594
2025-05-08 22:49:00,Street Light Condition,QUEENS,Lamppost Damaged,40.756716554326054,-73.81338753163402
2025-05-08 22:48:54,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.7942212081307,-73.92099719649754
2025-05-08 22:48:54,Illegal Parking,BRONX,Posted Parking Sign Violation,40.86056244451804,-73.90475500600618
2025-05-08 22:48:53,Non-Emergency Police Matter,MANHATTAN,Other (complaint details),40.72033372596076,-73.98249976357808
2025-05-08 22:48:46,Noise - Residential,BROOKLYN,Banging/Pounding,40.67776839724088,-73.87359268852113
2025-05-08 22:48:44,Noise - Residential,BROOKLYN,Loud Music/Party,40.68292466048679,-73.97863363764435
2025-05-08 22:48:40,Noise - Commercial,MANHATTAN,Loud Music/Party,40.82616139651722,-73.93879447859352
2025-05-08 22:48:40,Noise - Residential,MANHATTAN,Loud Television,40.77051976687385,-73.99186966991847
2025-05-08 22:47:54,Noise - Street/Sidewalk,BRONX,Loud Talking,40.8370130073473,-73.88669762793484
2025-05-08 22:47:43,Blocked Driveway,BROOKLYN,No Access,40.6568288288611,-73.89586258580339
2025-05-08 22:47:43,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.86833893783111,-73.91636073752241
2025-05-08 22:47:30,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.81239483159984,-73.95243726403454
2025-05-08 22:47:26,Illegal Parking,QUEENS,Blocked Hydrant,40.702843043137364,-73.88516563795615
2025-05-08 22:47:20,HEAT/HOT WATER,STATEN ISLAND,ENTIRE BUILDING,40.63298642436606,-74.15812831674621
2025-05-08 22:47:18,HEAT/HOT WATER,BROOKLYN,APARTMENT ONLY,40.68084462120903,-73.98151142619227
2025-05-08 22:47:15,Noise - Residential,QUEENS,Loud Music/Party,40.71183182753478,-73.76689499988953
2025-05-08 22:47:09,Noise - Commercial,BRONX,Banging/Pounding,40.79867121140658,-73.91080302931923
2025-05-08 22:47:06,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.798660218526514,-73.91078498505424
2025-05-08 22:46:57,Illegal Parking,BROOKLYN,Blocked Sidewalk,40.68364302931577,-74.00030286766025
2025-05-08 22:46:54,Taxi Complaint,MANHATTAN,Driver Complaint - Passenger,40.74444223106444,-73.99911582984733
2025-05-08 22:46:52,Noise - Residential,BRONX,Banging/Pounding,40.81662953159177,-73.88827498625456
2025-05-08 22:46:45,Smoking or Vaping,BRONX,Allowed in Smoke Free Area,40.87186566996012,-73.8843422229439
2025-05-08 22:46:31,Illegal Parking,QUEENS,Blocked Hydrant,40.686567651102365,-73.84409916325602
2025-05-08 22:46:19,Noise - Residential,BROOKLYN,Loud Music/Party,40.60032782234722,-73.99993878184003
2025-05-08 22:46:17,Street Condition,BROOKLYN,Pothole,40.657683093193455,-73.88778431391202
2025-05-08 22:46:13,Noise - Street/Sidewalk,BRONX,Loud Music/Party,40.800069897384915,-73.90936001681992
2025-05-08 22:45:53,Noise - Residential,STATEN ISLAND,Loud Music/Party,40.54099191580793,-74.19043185701739
2025-05-08 22:45:52,Noise - Residential,BRONX,Banging/Pounding,40.82195941362754,-73.92514096620819
2025-05-08 22:45:51,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.716606730161864,-73.98527118746058
2025-05-08 22:45:47,Blocked Driveway,BRONX,Partial Access,40.827489910749584,-73.87701918486471
2025-05-08 22:45:39,Noise - Residential,BROOKLYN,Loud Music/Party,40.59471298061289,-73.96793158237746
2025-05-08 22:45:35,Noise - Residential,QUEENS,Loud Music/Party,40.75557497198778,-73.91294339796877
2025-05-08 22:45:05,Noise - Residential,QUEENS,Loud Music/Party,40.60666783568256,-73.75624543832733
2025-05-08 22:45:03,Noise - Residential,BROOKLYN,Banging/Pounding,40.67776839724088,-73.87359268852113
2025-05-08 22:44:48,Illegal Parking,BROOKLYN,Blocked Sidewalk,40.690303228634036,-73.96029513058312
2025-05-08 22:44:40,Abandoned Vehicle,BROOKLYN,With License Plate,40.655078823851085,-73.87248959993701
2025-05-08 22:44:37,Abandoned Vehicle,QUEENS,With License Plate,40.71627076583126,-73.88829170700035
2025-05-08 22:44:27,Noise - Commercial,MANHATTAN,Loud Music/Party,40.81208975039778,-73.95143681224211
2025-05-08 22:44:26,Graffiti,BROOKLYN,Graffiti,40.70601321986526,-73.92943700065297
2025-05-08 22:44:24,Noise - Residential,BRONX,Loud Music/Party,40.81841747835627,-73.85263821476543
2025-05-08 22:44:23,Noise - Vehicle,MANHATTAN,Car/Truck Music,40.79156565388757,-73.9189815675089
2025-05-08 22:44:14,Noise - Commercial,STATEN ISLAND,Loud Music/Party,40.62061630015197,-74.09851917347109
2025-05-08 22:44:01,Illegal Parking,QUEENS,Blocked Hydrant,40.7249071615438,-73.8897203515338
2025-05-08 22:43:53,Noise - Street/Sidewalk,MANHATTAN,Loud Music/Party,40.727350654273856,-74.00073962609699
2025-05-08 22:43:28,Bike/Roller/Skate Chronic,MANHATTAN,N/A,40.76401555224921,-73.97743079031711
2025-05-08 22:43:13,Noise - Street/Sidewalk,BROOKLYN,Loud Music/Party,40.67544707969507,-73.9383343439347
